"symbol","log2fc","effectsize","pvalue","pvalue_adjust","hgnc_id","hgnc_symbol","entrez_id","gene","signif"
"FADD",0.0990299913877692,1.99133197787248,0.0658023686938696,0.0901547604606531,"HGNC:3573","FADD",8772,8772,FALSE
"EFHD2",-0.42645765398303,-1.98787261430762,0.0662204907284408,0.090698384014139,"HGNC:28670","EFHD2",79180,79180,FALSE
"CBL",0.111366922521224,1.98762577901642,0.0662504172361258,0.0907057671193462,"HGNC:1541","CBL",867,867,FALSE
"PCBP4",-0.220337153052096,-1.98747613387841,0.0662685663307223,0.0907057671193462,"HGNC:8652","PCBP4",57060,57060,FALSE
"ZW10",-0.130394310854061,-1.98720129298009,0.0663019110768472,0.0907221899795881,"HGNC:13194","ZW10",9183,9183,FALSE
"LYPLAL1",0.270992533992927,1.98667365859261,0.0663659685341699,0.0907806135404642,"HGNC:20440","LYPLAL1",127018,127018,FALSE
"ZYG11B",-0.126878419817209,-1.98546064235206,0.0665134486140736,0.0909530748422821,"HGNC:25820","ZYG11B",79699,79699,FALSE
"LAP3",-0.12500436526405,-1.982076999666,0.0669264151296093,0.0914618884350975,"HGNC:18449","LAP3",51056,51056,FALSE
"FLII",0.139816837589084,1.98205929649481,0.0669285818901537,0.0914618884350975,"HGNC:3750","FLII",2314,2314,FALSE
"TNKS1BP1",0.231095215434723,1.9779854100778,0.0674289023236935,0.0920821602909127,"HGNC:19081","TNKS1BP1",85456,85456,FALSE
"VPS16",-0.0759831917462423,-1.97783471842223,0.0674474741142614,0.0920821602909127,"HGNC:14584","VPS16",64601,64601,FALSE
"PHACTR1",0.622206809563388,1.97743907951001,0.0674962562541067,0.0921191679768636,"HGNC:20990","PHACTR1",221692,221692,FALSE
"S1PR1",0.239960879942738,1.97686919533905,0.0675665791977672,0.0921855414415765,"HGNC:3165","S1PR1",1901,1901,FALSE
"SORT1",-0.223778122034073,-1.97524815217013,0.0677669783847316,0.09242928694965,"HGNC:11186","SORT1",6272,6272,FALSE
"KYAT3",0.257777200259404,1.9742039677461,0.0678963503627228,0.0925601903501564,"HGNC:33238","KYAT3",56267,56267,FALSE
"COQ3",0.116510335805724,1.97412203274267,0.0679065114145383,0.0925601903501564,"HGNC:18175","COQ3",51805,51805,FALSE
"DNM2",0.132909647259501,1.97226600481224,0.0681370548537768,0.0928446563413118,"HGNC:2974","DNM2",1785,1785,FALSE
"TNPO2",0.261094054782865,1.96781694859188,0.0686925872609606,0.0935416519894529,"HGNC:19998","TNPO2",30000,30000,FALSE
"PLA2G7",-0.652776832698599,-1.96398452880641,0.0691744198015681,0.0941676118374967,"HGNC:9040","PLA2G7",7941,7941,FALSE
"SSBP1",0.0978116360653381,1.96362225172954,0.0692201256990915,0.0941996587323531,"HGNC:11317","SSBP1",6742,6742,FALSE
"STMN3",0.222289473800992,1.96285277843527,0.0693172956346242,0.0943016986066431,"HGNC:15926","STMN3",50861,50861,FALSE
"PRPF6",0.42393386862064,1.96010350107858,0.069665490249608,0.0947450667394669,"HGNC:15860","PRPF6",24148,24148,FALSE
"GLOD4",0.101814238124024,1.959854784965,0.0696970682228713,0.0947576903222018,"HGNC:14111","GLOD4",51031,51031,FALSE
"ISOC1",0.111326688090989,1.95945255195532,0.0697481648057293,0.0947968341619282,"HGNC:24254","ISOC1",51015,51015,FALSE
"PPID",-0.223811446623952,-1.95925565282428,0.0697731897503908,0.0948005295521615,"HGNC:9257","PPID",5481,5481,FALSE
"GAD1",0.357994354502774,1.95785744075362,0.0699511304338083,0.0950119221296534,"HGNC:4092","GAD1",2571,2571,FALSE
"NOP56",-0.824514156861604,-1.95383035157516,0.0704659336393198,0.0956805808201627,"HGNC:15911","NOP56",10528,10528,FALSE
"PPP2CA",0.162444082384299,1.94467091697118,0.071649650047663,0.0972567910260516,"HGNC:9299","PPP2CA",5515,5515,FALSE
"TRIM47",0.213080594535134,1.9444867867364,0.0716736297620275,0.0972582779337857,"HGNC:19020","TRIM47",91107,91107,FALSE
"HAP1",-0.246479047878385,-1.94315464015971,0.0718473350695902,0.0974628707455342,"HGNC:4812","HAP1",9001,9001,FALSE
"MAP7D2",-0.181022311177633,-1.93996641640373,0.0722646131936965,0.0979976407381015,"HGNC:25899","MAP7D2",256714,256714,FALSE
"STRN4",0.395779853201111,1.9387075783069,0.0724299747310157,0.098190555855444,"HGNC:15721","STRN4",29888,29888,FALSE
"VPS26B",0.0826760100876244,1.93722047170088,0.0726257630854839,0.0984245832631718,"HGNC:28119","VPS26B",112936,112936,FALSE
"CEND1",0.251388777926968,1.93692761394422,0.0726643763484119,0.0984455210330732,"HGNC:24153","CEND1",51286,51286,FALSE
"PRPF31",1.20057230952372,1.93020960881818,0.0735552615531927,0.0996207334611437,"HGNC:15446","PRPF31",26121,26121,FALSE
"SPTB",0.161222169287865,1.92719414380552,0.0739583501550087,0.100134752519524,"HGNC:11274","SPTB",6710,6710,FALSE
"COG8",-0.248513805911248,-1.92141482318025,0.0747364789818802,0.101156062316239,"HGNC:18623","COG8",84342,84342,FALSE
"VPS51",0.110038795339954,1.92032767100293,0.0748836772365653,0.101323027142758,"HGNC:1172","VPS51",738,738,FALSE
"RAB5A",0.167895323337638,1.9187089283433,0.0751033370331873,0.101587900188111,"HGNC:9783","RAB5A",5868,5868,FALSE
"OAT",-0.251421904687094,-1.91186500785209,0.0760384852822092,0.102820096229522,"HGNC:8091","OAT",4942,4942,FALSE
"SLC1A4",0.111187355309451,1.91120634354464,0.0761290366670887,0.102909798293615,"HGNC:10942","SLC1A4",6509,6509,FALSE
"B2M",-0.328770972664495,-1.90138186662472,0.0774912711059665,0.104684647870425,"HGNC:914","B2M",567,567,FALSE
"FKBP15",-0.162928544473647,-1.89885114304049,0.0778457135249602,0.105130054808097,"HGNC:23397","FKBP15",23307,23307,FALSE
"TOMM20",0.175918826393203,1.89786887045886,0.0779836793499118,0.10528292161281,"HGNC:20947","TOMM20",9804,9804,FALSE
"BRCC3",0.122423465292601,1.8968352119276,0.078129100351886,0.105445753094797,"HGNC:24185","BRCC3",79184,79184,FALSE
"PPP1R12A",-0.148122414889686,-1.89579144262584,0.0782761914983757,0.105610734561301,"HGNC:7618","PPP1R12A",4659,4659,FALSE
"RFC3",1.35343843061452,1.89373665343622,0.078566487278824,0.105968762594415,"HGNC:9971","RFC3",5983,5983,FALSE
"MAN2C1",-0.288912020428807,-1.88873190288586,0.0792776042813781,0.10687875609195,"HGNC:6827","MAN2C1",4123,4123,FALSE
"MRPS18A",-0.144482463796729,-1.888634768449,0.0792914630489217,0.10687875609195,"HGNC:14515","MRPS18A",55168,55168,FALSE
"AKT1",0.152665431829591,1.88755287701769,0.0794459704976843,0.107053067411274,"HGNC:391","AKT1",207,207,FALSE
"PPIL3",-0.14052425096974,-1.8860525191703,0.0796606881608032,0.10730837549395,"HGNC:9262","PPIL3",53938,53938,FALSE
"GSTM1",-0.259541231717221,-1.8777994070723,0.0808511518043195,0.108877501637629,"HGNC:4632","GSTM1",2944,2944,FALSE
"SLC35B1",-0.200141058136355,-1.87498838960905,0.0812602580712175,0.109393758885864,"HGNC:20798","SLC35B1",10237,10237,FALSE
"RABGEF1",0.1584936590527,1.87125566437969,0.0818063783097213,0.110059230077973,"HGNC:17676","RABGEF1",27342,27342,FALSE
"NAXD",0.107893933630092,1.87041290872463,0.0819301333208236,0.110190843865032,"HGNC:25576","NAXD",55739,55739,FALSE
"NGEF",0.17422970815372,1.86829792295653,0.0822414496901435,0.110562875879539,"HGNC:7807","NGEF",25791,25791,FALSE
"DYNLL2",0.252013737091573,1.86818039971645,0.0822587796543769,0.110562875879539,"HGNC:24596","DYNLL2",140735,140735,FALSE
"DHRS7B",-0.13111481802834,-1.86781690783775,0.0823124008575868,0.110599969536751,"HGNC:24547","DHRS7B",25979,25979,FALSE
"PPIAL4G",0.379045303966571,1.86249900912089,0.0831004719502245,0.111588311465546,"HGNC:33996","PPIAL4G",644591,644591,FALSE
"PDE6D",0.225216622332219,1.8622586373994,0.0831362523644177,0.111601096825261,"HGNC:8788","PDE6D",5147,5147,FALSE
"MIOS",-0.109215191005205,-1.86045083024441,0.0834057951999822,0.11192720402807,"HGNC:21905","MIOS",54468,54468,FALSE
"SIRT5",0.182242950590948,1.86027632854764,0.0834318546731589,0.11192720402807,"HGNC:14933","SIRT5",23408,23408,FALSE
"PPP3R1",0.278820848138644,1.85925446422918,0.0835846027726453,0.112086128972088,"HGNC:9317","PPP3R1",5534,5534,FALSE
"PTPN11",0.129413387262344,1.85913106364947,0.083603065609769,0.112086128972088,"HGNC:9644","PTPN11",5781,5781,FALSE
"GNAS",0.5443041317864,1.85478112063528,0.0842562293499389,0.112926198277275,"HGNC:4392","GNAS",2778,2778,FALSE
"ANKRD17",0.613589881373581,1.85422221585223,0.0843404817772763,0.113003482835254,"HGNC:23575","ANKRD17",26057,26057,FALSE
"COMMD3",-0.236161947051585,-1.85060285979592,0.0848879110825504,0.113701110022326,"HGNC:23332","COMMD3",23412,23412,FALSE
"SIL1",0.267197721419617,1.84924968317991,0.0850933946602129,0.113904544033356,"HGNC:24624","SIL1",64374,64374,FALSE
"CCDC47",-0.950150109661181,-1.84509417185913,0.0857272037343035,0.114716818599115,"HGNC:24856","CCDC47",57003,57003,FALSE
"ZNRF2",0.526123379007445,1.84043175756669,0.0864433471467195,0.115638723756235,"HGNC:22316","ZNRF2",223082,223082,FALSE
"PPP4R2",0.232122645108986,1.83950513793425,0.086586310221963,0.115793523739252,"HGNC:18296","PPP4R2",151987,151987,FALSE
"ACSBG1",-0.155369133128841,-1.83857096886975,0.0867306517709408,0.115950069212488,"HGNC:29567","ACSBG1",23205,23205,FALSE
"CARM1",-0.164549595265733,-1.83788177286897,0.0868372794214965,0.116008396434746,"HGNC:23393","CARM1",10498,10498,FALSE
"HPRT1",0.0932725369204086,1.83786319974908,0.0868401545454727,0.116008396434746,"HGNC:5157","HPRT1",3251,3251,FALSE
"FHIT",0.136022680551196,1.83775975863383,0.0868561688130262,0.116008396434746,"HGNC:3701","FHIT",2272,2272,FALSE
"PARK7",0.0934120215721571,1.83607303705898,0.0871176714147213,0.11632111326188,"HGNC:16369","PARK7",11315,11315,FALSE
"CORO2B",0.259881881957984,1.83569013284035,0.0871771331576243,0.116350865817096,"HGNC:2256","CORO2B",10391,10391,FALSE
"CNTN1",0.605611474054718,1.83557700626008,0.0871947076770471,0.116350865817096,"HGNC:2171","CNTN1",1272,1272,FALSE
"COPS2",-0.181870453665228,-1.83490454918828,0.08729924098104,0.116453789758136,"HGNC:30747","COPS2",9318,9318,FALSE
"RWDD1",0.194120087670307,1.83373546909141,0.0874812404984551,0.116659953598505,"HGNC:20993","RWDD1",51389,51389,FALSE
"MT-ND1",0.250504769330399,1.83313081194919,0.0875755048205426,0.116749026187988,"HGNC:7455","MT-ND1",4535,4535,FALSE
"ATP1B3",0.176828735869596,1.83258477631699,0.0876607080823424,0.116825967184056,"HGNC:806","ATP1B3",483,483,FALSE
"IAH1",-0.100399452413913,-1.83136611880209,0.0878511338678014,0.117043046689077,"HGNC:27696","IAH1",285148,285148,FALSE
"CALB1",-0.208497982146468,-1.82808397929934,0.0883658329188758,0.117691880258609,"HGNC:1434","CALB1",793,793,FALSE
"FTH1",-0.337325092618576,-1.82778580463094,0.0884127250930579,0.117717444124529,"HGNC:3976","FTH1",2495,2495,FALSE
"PRDX2",-0.094837139566015,-1.82432763767248,0.0889581934056936,0.118406615087441,"HGNC:9353","PRDX2",7001,7001,FALSE
"BLVRB",0.123192370450437,1.82334048346751,0.089114449830184,0.118540347974423,"HGNC:1063","BLVRB",645,645,FALSE
"TIPRL",0.195488837078455,1.82209084978392,0.0893126047687618,0.118766761660588,"HGNC:30231","TIPRL",261726,261726,FALSE
"ISCA2",0.199794108613946,1.82004199334344,0.0896383422069797,0.119162638216973,"HGNC:19857","ISCA2",122961,122961,FALSE
"NT5C2",-0.0843211761314834,-1.81564788234616,0.0903405096068895,0.120058525900338,"HGNC:8022","NT5C2",22978,22978,FALSE
"MTMR9",0.130270013934743,1.81407694775566,0.0905927262636845,0.120356075842657,"HGNC:14596","MTMR9",66036,66036,FALSE
"CSPG5",0.233273235279496,1.8134041230936,0.0907009410947691,0.12046218739149,"HGNC:2467","CSPG5",10675,10675,FALSE
"VPS41",0.153606145152426,1.81255271140394,0.0908380440859468,0.120606587742978,"HGNC:12713","VPS41",27072,27072,FALSE
"PPP1R11",0.12334895589837,1.80633245127999,0.091845298524458,0.121867786053371,"HGNC:9285","PPP1R11",6992,6992,FALSE
"NRBP1",-0.0943297307575052,-1.80559566865169,0.0919652618544398,0.121988877303798,"HGNC:7993","NRBP1",29959,29959,FALSE
"CADPS",0.437146947321935,1.80429114381002,0.0921780068051847,0.122232926340729,"HGNC:1426","CADPS",8618,8618,FALSE
"TRMT112",-0.307099708794831,-1.804008866452,0.0922240987573916,0.122255901347135,"HGNC:26940","TRMT112",51504,51504,FALSE
"SH3GL1",0.247853117677968,1.80185085381301,0.0925771491930343,0.12268565140954,"HGNC:10830","SH3GL1",6455,6455,FALSE
"PGP",0.106442966243803,1.7911301255295,0.0943489057860621,0.124994653862458,"HGNC:8909","PGP",283871,283871,FALSE
"SRI",-0.161579756466967,-1.79024063611068,0.0944972492956316,0.125152168746162,"HGNC:11292","SRI",6717,6717,FALSE
"PPP1R21",0.0891226497513262,1.78931504349926,0.0946518333652991,0.125317847913558,"HGNC:30595","PPP1R21",129285,129285,FALSE
"CHST2",-0.785208240811,-1.78526041677576,0.0953316447332674,0.126139318218053,"HGNC:1970","CHST2",9435,9435,FALSE
"PPP1R7",0.126836404778169,1.7847912671934,0.0954105823645853,0.126204474027229,"HGNC:9295","PPP1R7",5510,5510,FALSE
"AIFM1",0.143538400356517,1.7829123794816,0.0957272986072729,0.126584013404141,"HGNC:8768","AIFM1",9131,9131,FALSE
"HYAL1",-0.351050941793123,-1.78113509589526,0.0960277443311062,0.126941808213748,"HGNC:5320","HYAL1",3373,3373,FALSE
"ENO1",0.137598508080597,1.77888522939304,0.0964092761558163,0.127406537208401,"HGNC:3350","ENO1",2023,2023,FALSE
"PSME3IP1",0.89389997961436,1.77552336221023,0.0969818806546887,0.128083590050474,"HGNC:29856","PSME3IP1",80011,80011,FALSE
"SNX1",-0.0988458708962893,-1.77534300090297,0.0970126852500603,0.128084471050872,"HGNC:11172","SNX1",6642,6642,FALSE
"SPOCK2",-0.262025608077132,-1.77468478429483,0.0971251780060811,0.128193169728523,"HGNC:13564","SPOCK2",9806,9806,FALSE
"HACL1",-0.281236817421885,-1.77157393684743,0.0976584008668995,0.128856939982714,"HGNC:17856","HACL1",26061,26061,FALSE
"TRAPPC1",0.128280272727249,1.77091885775047,0.0977710156914119,0.128944294144134,"HGNC:19894","TRAPPC1",58485,58485,FALSE
"DDAH2",-0.111207331732215,-1.77083590263697,0.0977852847121282,0.128944294144134,"HGNC:2716","DDAH2",23564,23564,FALSE
"STAMBP",0.0919994831827703,1.76700336242577,0.0984465256477314,0.129755668129137,"HGNC:16950","STAMBP",10617,10617,FALSE
"IQSEC2",-0.626013888200436,-1.76691594490367,0.0984616540509332,0.129755668129137,"HGNC:29059","IQSEC2",23096,23096,FALSE
"PPA1",0.151321060545662,1.76496135210617,0.0988004508923049,0.130161784343551,"HGNC:9226","PPA1",5464,5464,FALSE
"MAPK10",0.169169159549334,1.76334083772706,0.099082120772268,0.130492411925051,"HGNC:6872","MAPK10",5602,5602,FALSE
"SLC22A17",-0.187868480636064,-1.75918549452049,0.0998076237637589,0.131407187421306,"HGNC:23095","SLC22A17",51310,51310,FALSE
"NEDD4",-0.142066969558026,-1.7582681503111,0.0999684178193377,0.131500089275874,"HGNC:7727","NEDD4",4734,4734,FALSE
"PDLIM4",-0.233965372316825,-1.75825337778837,0.0999710090471412,0.131500089275874,"HGNC:16501","PDLIM4",8572,8572,FALSE
"CS",0.168104455933927,1.75252851391323,0.100979669790063,0.132785766277156,"HGNC:2422","CS",1431,1431,FALSE
"KRT14",0.481415161336054,1.74823767300296,0.101741540514352,0.133671551575113,"HGNC:6416","KRT14",3861,3861,FALSE
"PXK",0.109175220733406,1.74820343604136,0.101747639845997,0.133671551575113,"HGNC:23326","PXK",54899,54899,FALSE
"CHKB",0.244284736081938,1.74797187966988,0.10178890018237,0.133684433181419,"HGNC:1938","CHKB",1120,1120,FALSE
"ZNF428",-0.253157062103335,-1.74659180148716,0.102035117900076,0.133966404410048,"HGNC:20804","ZNF428",126299,126299,FALSE
"DNAJB1",-0.0949123103629997,-1.7417139175337,0.102909580444429,0.135031095056754,"HGNC:5270","DNAJB1",3337,3337,FALSE
"NDUFB7",0.121449089481231,1.73722926709867,0.103719357809918,0.136051626756837,"HGNC:7702","NDUFB7",4713,4713,FALSE
"ACADM",-0.269604626333858,-1.73598912172346,0.103944272910362,0.136304584964221,"HGNC:89","ACADM",34,34,FALSE
"NDUFB5",0.135481904116222,1.73314233138634,0.104462194128907,0.136941494462633,"HGNC:7700","NDUFB5",4711,4711,FALSE
"DTNB",0.108409932209271,1.73220422491197,0.104633361320223,0.137123584832237,"HGNC:3058","DTNB",1838,1838,FALSE
"CSK",0.0982055734167776,1.73150643724878,0.104760839587921,0.137218770155643,"HGNC:2444","CSK",1445,1445,FALSE
"CRHBP",0.38967617406787,1.7314532229544,0.104770566860015,0.137218770155643,"HGNC:2356","CRHBP",1393,1393,FALSE
"AKR1B1",0.0809293224046435,1.73093441799989,0.10486544304275,0.1373007187097,"HGNC:381","AKR1B1",231,231,FALSE
"KIF1B",1.33701040188154,1.72968946277434,0.105093421375064,0.137556834260555,"HGNC:16636","KIF1B",23095,23095,FALSE
"TOP1",-1.02840116042232,-1.72231345098632,0.106453074255557,0.139250712707331,"HGNC:11986","TOP1",7150,7150,FALSE
"ECI2",-0.170984626440476,-1.72141734391438,0.106619304188102,0.139425243938287,"HGNC:14601","ECI2",10455,10455,FALSE
"NRP2",-0.152648076024643,-1.72067139476649,0.106757853009681,0.139563480557103,"HGNC:8005","NRP2",8828,8828,FALSE
"ALDH6A1",-0.174392163532279,-1.7189424377666,0.107079587726247,0.139932783395338,"HGNC:7179","ALDH6A1",4329,4329,FALSE
"TBCEL",0.224130896834115,1.71879963821421,0.107106198678831,0.139932783395338,"HGNC:28115","TBCEL",219899,219899,FALSE
"DNAJB7",-0.383970874720857,-1.71804724849274,0.10724650358536,0.140073030189853,"HGNC:24986","DNAJB7",150353,150353,FALSE
"PPM1G",-0.486392488206453,-1.71639806612397,0.107554605009828,0.14043227996675,"HGNC:9278","PPM1G",5496,5496,FALSE
"MVP",0.242355475620795,1.71514377708374,0.107789451033095,0.140695690076982,"HGNC:7531","MVP",9961,9961,FALSE
"MRPL13",0.0962606676296529,1.71251233882092,0.108283606570214,0.141297306700463,"HGNC:14278","MRPL13",28998,28998,FALSE
"FLNA",-0.333790759449604,-1.71177710676773,0.108422029185761,0.141434507071665,"HGNC:3754","FLNA",2316,2316,FALSE
"ACSF3",0.545756037770835,1.70337125859636,0.110015642227702,0.143469309440851,"HGNC:27288","ACSF3",197322,197322,FALSE
"TPPP",0.288223439492235,1.7016904095175,0.110336749640904,0.143843922077866,"HGNC:24164","TPPP",11076,11076,FALSE
"FAM120B",-0.252950911356259,-1.70000789398072,0.110658995301813,0.144219788418493,"HGNC:21109","FAM120B",84498,84498,FALSE
"CYRIB",0.149950863561581,1.69701149350056,0.111234920350564,0.144925938531545,"HGNC:25216","CYRIB",51571,51571,FALSE
"KRT17",0.296836640226164,1.6945835465501,0.111703503198926,0.145491844497528,"HGNC:6427","KRT17",3872,3872,FALSE
"RANBP1",-0.0751241232634128,-1.69433270514682,0.11175201251655,0.145510432964258,"HGNC:9847","RANBP1",5902,5902,FALSE
"IDH1",0.131735009781923,1.69398922015876,0.111818467667079,0.145552369857607,"HGNC:5382","IDH1",3417,3417,FALSE
"NUDT4",0.0848305076746715,1.69125760391049,0.112348190956399,0.14619712540254,"HGNC:8051","NUDT4",11163,11163,FALSE
"GGT7",0.0795277802286913,1.68963080797335,0.112664703051553,0.146564122427028,"HGNC:4259","GGT7",2686,2686,FALSE
"SLC7A5",0.158045754028509,1.68873264008216,0.112839785020785,0.146746966443799,"HGNC:11063","SLC7A5",8140,8140,FALSE
"CUL2",0.0857357432420804,1.68380052767645,0.113805446573423,0.147912277656589,"HGNC:2552","CUL2",8453,8453,FALSE
"VPS25",0.121104828026281,1.67873851000095,0.114804020204462,0.1491645019471,"HGNC:28122","VPS25",84313,84313,FALSE
"DNAJC2",-0.206684635532721,-1.67395455251874,0.115754741743378,0.150307868136069,"HGNC:13192","DNAJC2",27000,27000,FALSE
"PLCL1",0.152311209522248,1.66983626338623,0.116578650748973,0.151331480049828,"HGNC:9063","PLCL1",5334,5334,FALSE
"LRRC58",-0.130197367549941,-1.66922221580861,0.116701933302082,0.151442914273076,"HGNC:26968","LRRC58",116064,116064,FALSE
"STIP1",-0.130998708289377,-1.66755976050669,0.117036273675187,0.151786439767942,"HGNC:11387","STIP1",10963,10963,FALSE
"DGKG",0.152727916026286,1.66646287308346,0.117257326645472,0.152026735278601,"HGNC:2853","DGKG",1608,1608,FALSE
"NDUFC2",0.137869221206058,1.66504598545933,0.117543405063954,0.152351165453432,"HGNC:7706","NDUFC2",4718,4718,FALSE
"NDUFS6",0.21085546481655,1.66476331471289,0.117600550497406,0.152378762077432,"HGNC:7713","NDUFS6",4726,4726,FALSE
"MFGE8",-0.211288028694651,-1.66186424728568,0.118188026729807,0.153093298872806,"HGNC:7036","MFGE8",4240,4240,FALSE
"ELOB",-0.185837912649199,-1.66037606745815,0.118490584182084,0.153438446914643,"HGNC:11619","ELOB",6923,6923,FALSE
"KLC4",0.104666045170906,1.6562374223022,0.119335534614184,0.154485538260823,"HGNC:21624","KLC4",89953,89953,FALSE
"MRPL20",0.117369794389848,1.65465107298784,0.119660787540042,0.154812282205534,"HGNC:14478","MRPL20",55052,55052,FALSE
"SNX2",-0.0838376030985582,-1.65415517124081,0.119762620930944,0.154896877345257,"HGNC:11173","SNX2",6643,6643,FALSE
"SNTB2",0.162177013831393,1.65351940884226,0.119893284537867,0.155018697683582,"HGNC:11169","SNTB2",6645,6645,FALSE
"EVI5L",-0.128914722127313,-1.65201793294389,0.120202362301783,0.155371058328035,"HGNC:30464","EVI5L",115704,115704,FALSE
"FMC1",0.269160206972119,1.65083795874416,0.120445743246211,0.15563831219106,"HGNC:26946","FMC1",154791,154791,FALSE
"NRIP3",-0.24403807943359,-1.64869232028094,0.120889395249921,0.156164112404913,"HGNC:1167","NRIP3",56675,56675,FALSE
"GUK1",0.120718761500485,1.64845430750648,0.120938696027228,0.156180327595175,"HGNC:4693","GUK1",2987,2987,FALSE
"P3H1",0.188715683637013,1.64535794756696,0.12158164797473,0.156916776873095,"HGNC:19316","P3H1",64175,64175,FALSE
"MCM6",0.641167140973131,1.64535236003543,0.12158281088073,0.156916776873095,"HGNC:6949","MCM6",4175,4175,FALSE
"ARMH3",0.137649498700955,1.64496395772688,0.121663670766273,0.156973467139241,"HGNC:25788","ARMH3",79591,79591,FALSE
"GJA1",-0.286685085939616,-1.64448366328287,0.121763725625635,0.157054881307723,"HGNC:4274","GJA1",2697,2697,FALSE
"MTAP",0.189209796357797,1.64329192987951,0.122012294767796,0.157308884569271,"HGNC:7413","MTAP",4507,4507,FALSE
"CYP46A1",-0.237531861335364,-1.64318470706221,0.122034680570561,0.157308884569271,"HGNC:2641","CYP46A1",10858,10858,FALSE
"IMPACT",-0.133008163689087,-1.64132632115643,0.122423235891618,0.157761901922188,"HGNC:20387","IMPACT",55364,55364,FALSE
"PITPNB",-0.119200832055121,-1.63992049244485,0.122717879685566,0.158045754140501,"HGNC:9002","PITPNB",23760,23760,FALSE
"SERINC1",0.215744125145453,1.63752874832057,0.123220567110127,0.158645080344755,"HGNC:13464","SERINC1",57515,57515,FALSE
"FAM91A1",-0.0823896348368525,-1.6355852413493,0.123630354863198,0.159124472492002,"HGNC:26306","FAM91A1",157769,157769,FALSE
"DNAJC13",0.0872501802245454,1.63444925595309,0.123870421542404,0.15938519272032,"HGNC:30343","DNAJC13",23317,23317,FALSE
"KRT77",1.323722564988,1.63316705002038,0.124141872268505,0.159686125042719,"HGNC:20411","KRT77",374454,374454,FALSE
"SMARCA4",1.63278017322272,1.63100112423642,0.124601578056449,0.160228958166387,"HGNC:11100","SMARCA4",6597,6597,FALSE
"PHPT1",0.102976479984949,1.62714411159263,0.125423844599566,0.161237549772582,"HGNC:30033","PHPT1",29085,29085,FALSE
"NME2",-0.115860608928017,-1.62354624069957,0.126195078649388,0.162130920272037,"HGNC:7850","NME2",4831,4831,FALSE
"CIAO2B",0.168716002582887,1.6198618406429,0.126989092026237,0.163101734998945,"HGNC:24261","CIAO2B",51647,51647,FALSE
"PDK3",0.086611550011329,1.6177587980483,0.127444237665132,0.163636861050396,"HGNC:8811","PDK3",5165,5165,FALSE
"RENBP",0.325285122035214,1.61751155478592,0.127497838784674,0.163656241266948,"HGNC:9959","RENBP",5973,5973,FALSE
"NADK2",0.151339219911126,1.61695316312499,0.127618966734182,0.163762261056846,"HGNC:26404","NADK2",133686,133686,FALSE
"SMG9",0.096679104986164,1.61447818289116,0.12815703945857,0.164403084122827,"HGNC:25763","SMG9",56006,56006,FALSE
"MRPS9",0.19348302560146,1.61391579342056,0.128279577391363,0.164510622786147,"HGNC:14501","MRPS9",64965,64965,FALSE
"EXOSC5",-0.176877090943968,-1.61329642456483,0.128414647031017,0.164634162860278,"HGNC:24662","EXOSC5",56915,56915,FALSE
"CAST",0.16739851582784,1.60228595802662,0.130836249092087,0.167637642038399,"HGNC:1515","CAST",831,831,FALSE
"MAOB",-0.457533564120304,-1.59960298593208,0.131432237226828,0.168350514832435,"HGNC:6834","MAOB",4129,4129,FALSE
"MON2",0.158122898073793,1.59830018984438,0.131722475676312,0.168671443695187,"HGNC:29177","MON2",23041,23041,FALSE
"MACROD1",0.223234461339097,1.59774412989239,0.131846522607901,0.168779434061319,"HGNC:29598","MACROD1",28992,28992,FALSE
"PAK2",-0.0961392692793305,-1.59628747842078,0.132171950133333,0.169145073190805,"HGNC:8591","PAK2",5062,5062,FALSE
"TBCA",-0.151561604639668,-1.59423905337006,0.132630749168785,0.169681121001607,"HGNC:11579","TBCA",6902,6902,FALSE
"FGFR1",0.237217526702716,1.59200648642857,0.133132344911147,0.170271581664873,"HGNC:3688","FGFR1",2260,2260,FALSE
"IRGQ",0.143090118752716,1.59149322310841,0.13324789032183,0.170368090814615,"HGNC:24868","IRGQ",126298,126298,FALSE
"FLNC",-0.230521879861093,-1.58298682498673,0.135175379864074,0.172780560728516,"HGNC:3756","FLNC",2318,2318,FALSE
"TAOK2",0.225113031788387,1.58269919338474,0.13524096972696,0.172812423734089,"HGNC:16835","TAOK2",9344,9344,FALSE
"ADI1",-0.189335111346598,-1.58248434922375,0.135289979305761,0.17282308748106,"HGNC:30576","ADI1",55256,55256,FALSE
"ATG2B",0.193911596630049,1.58156143517248,0.13550068428033,0.173040236836359,"HGNC:20187","ATG2B",55102,55102,FALSE
"CYLD",0.259328278879219,1.58079534795739,0.135675798008855,0.173211817824462,"HGNC:2584","CYLD",1540,1540,FALSE
"RALB",0.211403649053427,1.57917621953581,0.136046537867466,0.173632968749769,"HGNC:9840","RALB",5899,5899,FALSE
"PRMT8",-0.119313795086807,-1.57833095305222,0.136240426291074,0.173828223277414,"HGNC:5188","PRMT8",56341,56341,FALSE
"ETFA",0.102058490946343,1.57606114911275,0.136762245141221,0.174441639210741,"HGNC:3481","ETFA",2108,2108,FALSE
"TAGLN2",-0.304557377505919,-1.5746206950626,0.137094283958932,0.17481269331697,"HGNC:11554","TAGLN2",8407,8407,FALSE
